name	house_type	bed_number	comment_num	price	discount	link
【PINK】南京西路地铁2/12/13 零距离直达，毗邻静安寺，南京西路商圈。	整套公寓	1室1卫1床	74	300	Null	https://www.airbnb.cn/rooms/22987442?previous_page_section_name=1000
【贝多芬奏鸣曲】上海外滩旁 东方明珠江景四人套房 2号线南京东路站500米	整套公寓	2室1卫2床	63	478	Null	https://www.airbnb.cn/rooms/30682326?previous_page_section_name=1000
【可正常入住-奢宠】近外滩/南京东路/落地窗&超大投影&交通便利	整套公寓	1室1卫1床	9	699	Null	https://www.airbnb.cn/rooms/41217803?previous_page_section_name=1000
黄浦区淮海路、漫画家故居、当代艺术和中国新式古典设计相融和的英式花园住宅保护建筑。	整套房子	2室2卫2床	23	1	Null	https://www.airbnb.cn/rooms/41544163?previous_page_section_name=1000
芦枝住-比邻武康大楼市中心法ZU界时期的文保建筑，卫乐园里西洋古董家俱甜美枇杷树小栖居	整套房子	1室1卫1床	33	328	Null	https://www.airbnb.cn/rooms/31907089?previous_page_section_name=1000
智能声控*市中心独立卫浴公寓*欧式风情*MUJI*3条地铁·复旦·iapm·新天地·静安寺·南京西路	独立房间	1室1.5卫1床	12	203	Null	https://www.airbnb.cn/rooms/38244585?previous_page_section_name=1000
华师大环球港轻轨3、4、13沿线金沙江路整租公寓壹房	整套公寓	1室1卫1床	46	230	Null	https://www.airbnb.cn/rooms/30552067?previous_page_section_name=1000
近商圈淮海中路/新天地/思南公馆/田子坊/环贸iapm/外滩/城隍庙/核心地段。	整套公寓	1室1卫1床	66	227	Null	https://www.airbnb.cn/rooms/37043863?previous_page_section_name=1000
琉璃瓦｜簌簌荧光 漫天星空下的上海楼阁｜隐匿在淮海与南京西路商圈之间的两房近 2/12/13号地铁	整套公寓	2室1卫1床	11	692	Null	https://www.airbnb.cn/rooms/39018053?previous_page_section_name=1000
老洋房LOFT，近地铁口/1、9、10、12号线、淮海中路/南京东路/外滩/新天地/田子坊/衡山路	整间LOFT	1室1卫3床	111	362	Null	https://www.airbnb.cn/rooms/33653011?previous_page_section_name=1000
Garden Villa<花园洋房>近武康路，1,7,10号线直达人民广场，静安寺，新天地，虹桥站	整套房子	1室1.5卫1床	16	395	Null	https://www.airbnb.cn/rooms/42746818?previous_page_section_name=1000
《月租优惠》小小花园/整套公寓[克莱因蓝]/IKB HOUSE/襄阳南路/嘉善路or陕西南路地铁站	整套公寓	1室1卫1床	30	379	Null	https://www.airbnb.cn/rooms/28212079?previous_page_section_name=1000
